dataset,sample_id,stage,stage_enabled,stage_used_as_decoder_skip,R_high_low,R_high_residual,R_high_high_raw,R_high_high_hat,R_high_high_for_fusion,low_fg_bg,residual_fg_bg,high_raw_fg_bg,gate_fg_bg,high_hat_fg_bg,high_for_fusion_fg_bg,gate_fg_minus_bg,block_fusion_high_source,pred_iou,pred_has_false_alarm
NUAA-SIRST,Misc_73,1,1,1,0.5852586627,0.7021903992,0.7021903992,0.7021903992,0.7021903992,4.532819748,6.960316181,6.960316181,nan,6.960316181,6.960316181,nan,stage1,0.4615384638,1
NUAA-SIRST,Misc_73,2,1,1,0.8545023203,0.8367650509,0.8379858732,0.8349487782,0.8379858732,2.643036604,3.328382969,4.058846474,1.070833087,4.270795822,4.058846474,0.04182910919,high_raw,0.4615384638,1
NUAA-SIRST,Misc_73,3,1,0,0.6208791733,0.5763391852,0.5903021693,0.5647884607,0.5903021693,0.6941359043,1.705594301,2.448653698,0.663690567,1.917006493,2.448653698,-0.1896375418,high_raw,0.4615384638,1
NUAA-SIRST,Misc_73,4,1,0,0.6744123697,0.5561937094,0.5634364486,0.5377467871,0.5634364486,0.7372635603,1.453445196,1.922772527,0.8646272421,1.597535133,1.922772527,-0.07297968864,high_raw,0.4615384638,1
NUAA-SIRST,Misc_321,1,1,1,0.5118173361,0.6106309891,0.6106309891,0.6106309891,0.6106309891,3.896895409,16.44988251,16.44988251,nan,16.44988251,16.44988251,nan,stage1,0.7234042287,1
NUAA-SIRST,Misc_321,2,1,1,0.8628285527,0.8278378844,0.8157298565,0.8130922914,0.8157298565,2.837771893,3.261811733,3.835340023,1.051035047,3.667705536,3.835340023,0.03014034033,high_raw,0.7234042287,1
NUAA-SIRST,Misc_321,3,1,0,0.3931263685,0.4087998271,0.3846756816,0.3478049338,0.3846756816,0.7124888301,0.9731432796,1.109453201,1.255121708,1.219041705,1.109453201,0.1415565014,high_raw,0.7234042287,1
NUAA-SIRST,Misc_321,4,1,0,0.1039803028,0.5037906766,0.5106931329,0.4797751009,0.5106931329,1.013433218,0.8657354116,0.8908945918,1.096961021,0.9219004512,0.8908945918,0.05143916607,high_raw,0.7234042287,1
NUAA-SIRST,Misc_162,1,1,1,0.5253416896,0.6309641004,0.6309641004,0.6309641004,0.6309641004,1.655587673,18.03199959,18.03199959,nan,18.03199959,18.03199959,nan,stage1,0.75,0
NUAA-SIRST,Misc_162,2,1,1,0.7990923524,0.7683113217,0.7835050225,0.7764258385,0.7835050225,4.134862423,3.564274549,4.324584007,1.110276937,4.399161816,4.324584007,0.06669455767,high_raw,0.75,0
NUAA-SIRST,Misc_162,3,1,0,0.4433147907,0.4165101051,0.4020529091,0.3967377543,0.4020529091,0.7149661779,1.13018477,1.303774834,1.137731314,1.399638295,1.303774834,0.0817694068,high_raw,0.75,0
NUAA-SIRST,Misc_162,4,1,0,0.5552601218,0.5743480921,0.5420510173,0.4845996499,0.5420510173,0.942559123,0.8269535303,0.8414476514,0.9246678352,0.8086488843,0.8414476514,-0.04252892733,high_raw,0.75,0
NUAA-SIRST,Misc_372,1,1,1,0.4821022749,0.6360936761,0.6360936761,0.6360936761,0.6360936761,1.275383592,8.25291729,8.25291729,nan,8.25291729,8.25291729,nan,stage1,0.8518518806,0
NUAA-SIRST,Misc_372,2,1,1,0.7820879221,0.7427960038,0.7524619699,0.7484658957,0.7524619699,3.087769508,2.779011488,3.150918961,1.061975718,3.176995277,3.150918961,0.03752928972,high_raw,0.8518518806,0
NUAA-SIRST,Misc_372,3,1,0,0.5514669418,0.4729652703,0.4565181732,0.435118705,0.4565181732,0.7159978747,0.9513816237,1.078790069,1.085900187,1.148638606,1.078790069,0.04927885532,high_raw,0.8518518806,0
NUAA-SIRST,Misc_372,4,1,0,0.5578228831,0.5417758822,0.5139369369,0.4826490581,0.5139369369,1.040439963,0.8867936134,0.8981066942,0.9693112373,0.8984484076,0.8981066942,-0.01786237955,high_raw,0.8518518806,0
NUAA-SIRST,Misc_185,1,1,1,0.5006591678,0.631383121,0.631383121,0.631383121,0.631383121,3.206720591,17.36722183,17.36722183,nan,17.36722183,17.36722183,nan,stage1,0.8823529482,0
NUAA-SIRST,Misc_185,2,1,1,0.7708368897,0.7574236989,0.7536748648,0.7510392666,0.7536748648,5.800071716,4.979083061,5.336826324,1.091491818,5.555312157,5.336826324,0.05547642708,high_raw,0.8823529482,0
NUAA-SIRST,Misc_185,3,1,0,0.6817197204,0.728423655,0.7657515407,0.7101473808,0.7657515407,1.898529768,2.682614326,2.89768362,0.9606127143,2.51503396,2.89768362,-0.02553939819,high_raw,0.8823529482,0
NUAA-SIRST,Misc_185,4,1,0,0.4130469561,0.437990427,0.553576231,0.4627015889,0.553576231,0.8887180686,1.152106881,1.282277346,0.9816239476,1.197667003,1.282277346,-0.009569108486,high_raw,0.8823529482,0
NUAA-SIRST,Misc_420,1,1,1,0.528467834,0.6397265792,0.6397265792,0.6397265792,0.6397265792,1.342668772,12.45734787,12.45734787,nan,12.45734787,12.45734787,nan,stage1,0.5166666508,0
NUAA-SIRST,Misc_420,2,1,1,0.7964656353,0.7875404358,0.787669301,0.7888939977,0.787669301,2.811132669,2.509475231,2.690646887,1.040119052,2.7120471,2.690646887,0.02433866262,high_raw,0.5166666508,0
NUAA-SIRST,Misc_420,3,1,0,0.5211630464,0.4881903231,0.5009180307,0.5071018338,0.5009180307,0.7481223345,0.9656729698,1.099035978,1.041248202,1.136223078,1.099035978,0.02753692865,high_raw,0.5166666508,0
NUAA-SIRST,Misc_420,4,1,0,0.5722200871,0.5975612998,0.571279943,0.53109622,0.571279943,1.024834871,0.9509826303,0.9583218694,0.973769486,0.9542188644,0.9583218694,-0.01411396265,high_raw,0.5166666508,0
NUAA-SIRST,Misc_143,1,1,1,0.5877896547,0.670876503,0.670876503,0.670876503,0.670876503,1.321957946,6.683083057,6.683083057,nan,6.683083057,6.683083057,nan,stage1,0.8695651889,0
NUAA-SIRST,Misc_143,2,1,1,0.8464518785,0.8157485127,0.8075883985,0.7998744249,0.8075883985,2.754864693,2.628281116,3.178201437,1.090368032,3.156764984,3.178201437,0.0540201664,high_raw,0.8695651889,0
NUAA-SIRST,Misc_143,3,1,0,0.4393122494,0.4281046093,0.3935482204,0.3601376712,0.3935482204,0.5966354609,0.7744361162,0.9058948159,1.246024132,1.001900434,0.9058948159,0.137311101,high_raw,0.8695651889,0
NUAA-SIRST,Misc_143,4,1,0,0.5043644905,0.5070270896,0.4781661034,0.4379299581,0.4781661034,0.5872168541,0.4758630991,0.5414196849,1.026491642,0.5644459128,0.5414196849,0.01493388414,high_raw,0.8695651889,0
NUAA-SIRST,Misc_137,1,1,1,0.5916361809,0.7057449222,0.7057449222,0.7057449222,0.7057449222,3.120720863,5.193305969,5.193305969,nan,5.193305969,5.193305969,nan,stage1,0.7643312216,1
NUAA-SIRST,Misc_137,2,1,1,0.8833245635,0.8587264419,0.8449370265,0.8387362957,0.8449370265,3.196333885,2.972833395,3.083387613,1.01204741,3.020830393,3.083387613,0.007436990738,high_raw,0.7643312216,1
NUAA-SIRST,Misc_137,3,1,0,0.5937805176,0.592076838,0.6173467636,0.5814471245,0.6173467636,0.7731442451,1.203044534,1.379476547,1.118045211,1.345448017,1.379476547,0.06714034081,high_raw,0.7643312216,1
NUAA-SIRST,Misc_137,4,1,0,0.5192081332,0.494871974,0.4414950907,0.4084757864,0.4414950907,0.9594218731,0.9763841629,1.0162853,1.016535401,1.000907898,1.0162853,0.009551227093,high_raw,0.7643312216,1
NUAA-SIRST,Misc_224,1,1,1,0.5702583194,0.6657246947,0.6657246947,0.6657246947,0.6657246947,5.6159091,11.17049789,11.17049789,nan,11.17049789,11.17049789,nan,stage1,0.6923077106,0
NUAA-SIRST,Misc_224,2,1,1,0.8979171515,0.8715104461,0.8575641513,0.8514968753,0.8575641513,2.795737267,3.317785263,3.748746634,1.032087326,3.729597092,3.748746634,0.02033227682,high_raw,0.6923077106,0
NUAA-SIRST,Misc_224,3,1,0,0.67691046,0.7314077616,0.7714188099,0.7287040353,0.7714188099,0.539958179,1.724610209,2.103219509,1.132872939,1.858662248,2.103219509,0.06995439529,high_raw,0.6923077106,0
NUAA-SIRST,Misc_224,4,1,0,0.637994647,0.6052674651,0.5151395798,0.4577850103,0.5151395798,0.6465067267,0.8221367002,0.8189226985,1.136513114,0.8296150565,0.8189226985,0.08165633678,high_raw,0.6923077106,0
NUAA-SIRST,Misc_274,1,1,1,0.5058998466,0.6138809919,0.6138809919,0.6138809919,0.6138809919,1.805547595,15.15351582,15.15351582,nan,15.15351582,15.15351582,nan,stage1,0.6551724076,0
